"event_title","event_id","event_subtitle","event_type","event_desc","event_loc","event_start","event_end","exp_attendance","exp_participants","event_host","event_url","event_address","latitude","longitude"
"City Heights Farmer's Market (Every Saturday)","50125","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items
include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop! ","Wightman Street between 43rd Street and Fairmont Avenue","2018-11-24 09:00:00","2018-11-24 13:00:00","500","100","San Diego County Farm Bureau","www.sdfarmbureau.org","Wightman & 43rd Streets","32.7477532","-117.0999832"
"The Mercato Little Italy's Farmers' Market","50023","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs,
flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The
Mercato also offers artisan foods and specialty items of all shapes and sizes.","W. Cedar St between Front St. and Kettner Blvd. for Phase I and transitioning to W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard for Phase II","2018-11-24 08:00:00","2018-11-24 14:00:00","1,500","400","Little Italy Association of San Diego","www.littleitalymercato.com","Cedar & Front Streets","32.7219778","-117.1615697"
"North Park Thursday Market","50073","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs,
artisan products, and craft vendors providing North Park residents and visitors with healthy
foods in a family oriented community gathering place. ","North Park Way between Granada Avenue and 30th
Street","2018-11-22 15:00:00","2018-11-22 19:30:00","900","70","North Park Main Street","www.northparkmarket.com","North Park Way & Granada Avenue ","32.7474103","-117.1266214"
"Father Joe's Thanksgiving Day 5K","50733","","ATHLETIC","Today is Thanksgiving Day. It's a day to express both thanks for what we have and to extend
compassion to those who are homeless, hungry, and lonely. Proceeds from this 5K run/walk will
provide basic provisions for underprivileged persons through the St. Vincent de Paul Village.","Balboa Park: Cabrillo Bridge near the arch at the Museum of Man - Balboa Dr. - 6th Ave. - Robinson Ave. - Vermont St. - Pennsylvania Ave. - Richmond St. - Upas St. - Park Blvd. - frontage road - Park Blvd. -
Village Place - El Prado - reflection pond ","2018-11-22 06:30:00","2018-11-22 11:00:00","9,000","100","St. Vincent De Paul Village","www.thanksgivingrun.org","","NaN","NaN"
"Ocean Beach Certified Farmer's Market (Wednesdays)","50207","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items
include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared
foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2018-11-21 16:00:00","2018-11-21 20:00:00","1,200","60","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Street","32.7431327","-117.2449981"
"Pacific Beach Tuesday Farmers' Market","50501","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues","2018-11-20 14:00:00","2018-11-20 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.7999983","-117.254587"
"Sunday Artisan Market","50582","","FARMERS","The Sunday Artisan Market provides space for local artisans, crafters, & retailers to display and sell their goods and services The market also provides a venue far local entertainers to perform and space for other community organizations to promote their activities. ","5th Avenue between Market Street and Island Avenue","2018-11-18 10:00:00","2018-11-18 15:00:00","3,000","20","Gaslamp Quarter Association","www.gaslamp.org","5th Avenue & Market Street","32.7313918","-117.1602848"
"2018 Hillcrest Farmers' Market (Sundays)","49947","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!
","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2018-11-18 09:00:00","2018-11-18 14:00:00","2,000","400","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street ","32.7485423","-117.149901"
"Old Town Artisan's Market","50412","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift
items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street","2018-11-18 09:00:00","2018-11-18 16:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.7527792","-117.1949018"
"Hillcrest Car Show","50153","","FESTIVAL","Come and see classic cars displayed, talk to the owners, and get information on how to join the
LGBT Classic Car Club. ","Normal Street between Harvey Milk Street and University Avenue","2018-11-17 14:00:00","2018-11-17 18:00:00","250","20","Hillcrest Business Association","www.fabuloushillcrest.com","Normal & Harvey Milk Streets","32.7521124","-117.1481502"
"City Heights Farmer's Market (Every Saturday)","50124","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items
include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop! ","Wightman Street between 43rd Street and Fairmont Avenue","2018-11-17 09:00:00","2018-11-17 13:00:00","500","100","San Diego County Farm Bureau","www.sdfarmbureau.org","Wightman & 43rd Streets","32.7477532","-117.0999832"
"Old Town Artisan's Market","50411","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift
items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street","2018-11-17 09:00:00","2018-11-17 16:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.7527792","-117.1949018"
"San Diego CIF Cross Country Championships","50732","","ATHLETIC","The San Diego CIF High School Cross Country Championships is a running event with 10 races
for boys and girls at the famed Morley Field Cross Country course.","Cross Country Course at Morley Field in Balboa Park","2018-11-17 08:30:00","2018-11-17 15:00:00","1,500","100","San Diego CIF","","2221 Morley Field Dr","32.7400633","-117.1411991"
"The Mercato Little Italy's Farmers' Market","50022","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs,
flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The
Mercato also offers artisan foods and specialty items of all shapes and sizes.","W. Cedar St between Front St. and Kettner Blvd. for Phase I and transitioning to W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard for Phase II","2018-11-17 08:00:00","2018-11-17 14:00:00","1,500","400","Little Italy Association of San Diego","www.littleitalymercato.com","Cedar & Front Streets","32.7219778","-117.1615697"
"North Park Thursday Market","50072","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs,
artisan products, and craft vendors providing North Park residents and visitors with healthy
foods in a family oriented community gathering place. ","North Park Way between Granada Avenue and 30th
Street","2018-11-15 15:00:00","2018-11-15 19:30:00","900","70","North Park Main Street","www.northparkmarket.com","North Park Way & Granada Avenue ","32.7474103","-117.1266214"
"Ocean Beach Certified Farmer's Market (Wednesdays)","50206","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items
include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared
foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2018-11-14 16:00:00","2018-11-14 20:00:00","1,200","60","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Street","32.7431327","-117.2449981"
"Curbside Bites Food Truck Markets - Downtown Lunch","49827","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve
lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you
like and it's quickly served. Anticipated Attendance: 300/day. Anticipated Participants: 25.
Location:"," B Street between India & Columbia Streets. ","2018-11-14 11:00:00","2018-11-14 14:00:00","300","30","Curbside Bites","www.curbsidebites.com","B & India Streets","32.715738","-117.1610838"
"Pacific Beach Tuesday Farmers' Market","50500","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues","2018-11-13 14:00:00","2018-11-13 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.7999983","-117.254587"
"Sunday Artisan Market","50581","","FARMERS","The Sunday Artisan Market provides space for local artisans, crafters, & retailers to display and sell their goods and services The market also provides a venue far local entertainers to perform and space for other community organizations to promote their activities. ","5th Avenue between Market Street and Island Avenue","2018-11-11 10:00:00","2018-11-11 15:00:00","3,000","20","Gaslamp Quarter Association","www.gaslamp.org","5th Avenue & Market Street","32.7313918","-117.1602848"
"2018 Hillcrest Farmers' Market (Sundays)","49946","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!
","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2018-11-11 09:00:00","2018-11-11 14:00:00","2,000","400","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street ","32.7485423","-117.149901"
"Old Town Artisan's Market","50410","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift
items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street","2018-11-11 09:00:00","2018-11-11 16:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.7527792","-117.1949018"
